"x" "y" "z"
0.550001286139248 -0.642856666666667 0.842831
-0.150000032455363 -0.438775555555556 0.370052
-0.350000818452249 0.173468888888889 0.729016
-0.899998921492635 -0.591836666666667 0.418822
-0.400000935373999 -0.591836666666667 0.316887
-0.650001519982748 -0.0816326666666667 0.0755701
-0.150000032455363 -0.795918888888889 0.358669
-0.0999999155336135 0.632653333333333 0.44589
-0.799998687649136 0.428571111111111 0.457091
0.200000149377113 -0.744897777777778 0.455873
0.849998804570886 0.683673333333333 0.431113
-0.150000032455363 0.836734444444444 0.431499
-0.450001052295749 0.27551 0.771833
-0.849998804570886 -0.795918888888889 0.455715
0.500001169217498 -0.744897777777778 0.550084
-0.550001286139248 -1 0.234257
0.699998453805636 0.734693333333333 0.377969
-0.949999038414385 -0.336734444444444 0.0901736
0.600001403060998 -0.897958888888889 0.452144
-0.300000064910727 0.683673333333333 0.496157
-0.600001403060998 0.0714285555555556 0.0727266
8.83488187696282e-17 -0.438775555555556 0.439817
0.550001286139248 -0.795918888888889 0.517606
0.749998570727386 0.479592222222222 0.299606
-0.0999999155336135 0.326531111111111 0.633458
0.949999038414385 0.683673333333333 0.489087
-0.799998687649136 -0.0306122222222222 -0.197017
0.0500001169217498 -0.285714444444444 0.586497
-0.949999038414385 0.27551 -0.191488
0.699998453805636 0.0714285555555556 0.0286321
0.500001169217498 -1 0.437942
8.83488187696282e-17 0.479592222222222 0.43173
-0.400000935373999 0.27551 0.865748
-0.699998453805636 -1 0.266827
0.550001286139248 -0.591836666666667 0.841832
-0.899998921492635 0.683673333333333 0.595667
0.249999947988977 -0.540816666666667 0.547582
0.400000935373999 -0.132653333333333 0.328217
-0.600001403060998 0.683673333333333 0.813366
0.200000149377113 -0.642856666666667 0.477098
-0.450001052295749 -0.846938888888889 0.330156
-0.550001286139248 -0.132653333333333 0.160343
0.500001169217498 -0.795918888888889 0.494616
-0.999999155336135 -0.234693333333333 -0.257046
-0.500001169217498 0.989795555555556 0.439569
-0.500001169217498 -0.744897777777778 0.332928
-0.249999947988977 -0.846938888888889 0.326117
0.0500001169217498 -0.489795555555556 0.453469
-0.999999155336135 0.734693333333333 0.536987
0.650001519982748 -0.438775555555556 0.690694
0.949999038414385 0.581632222222222 0.441413
0.550001286139248 -0.438775555555556 0.803044
-0.600001403060998 0.734693333333333 0.77041
0.699998453805636 -0.0306122222222222 -0.0175103
-0.550001286139248 0.377551111111111 0.760303
0.249999947988977 0.581632222222222 0.339557
-0.0999999155336135 -0.0816326666666667 0.73007
-0.650001519982748 -0.744897777777778 0.36337
-0.500001169217498 0.326531111111111 0.772518
-0.550001286139248 0.887755555555556 0.458221
0.650001519982748 -0.132653333333333 0.0180518
-0.799998687649136 -0.336734444444444 0.192612
0.0999999155336135 0.0204081111111111 0.982897
0.500001169217498 0.326531111111111 0.245132
-0.550001286139248 0.530612222222222 0.833709
-0.550001286139248 0.938775555555556 0.444678
-0.249999947988977 -0.285714444444444 0.32906
0.899998921492635 0.326531111111111 0.132955
0.999999155336135 -0.234693333333333 -0.257046
-0.949999038414385 0.683673333333333 0.558075
-0.0500001169217498 0.479592222222222 0.455972
0.600001403060998 0.479592222222222 0.28571
0.949999038414385 -0.540816666666667 0.48053
-0.999999155336135 0.632653333333333 0.501551
0.849998804570886 0.173468888888889 -0.157537
0.249999947988977 -0.285714444444444 0.968618
0.249999947988977 0.0204081111111111 0.401786
0.500001169217498 0.530612222222222 0.301063
8.83488187696282e-17 0.27551 0.514468
0.350000818452249 0.938775555555556 0.23364
-0.0500001169217498 -0.795918888888889 0.383725
-0.0999999155336135 -0.540816666666667 0.38417
-0.150000032455363 -0.744897777777778 0.360566
0.899998921492635 0.938775555555556 0.461446
-0.400000935373999 0.734693333333333 0.502886
-0.300000064910727 -0.693877777777778 0.332692
-0.849998804570886 0.122448888888889 -0.287675
-0.0500001169217498 0.683673333333333 0.422645
0.650001519982748 0.122448888888889 0.0954847
0.150000032455363 -0.183673333333333 0.989805
-0.200000149377113 -0.387755555555556 0.35102
8.83488187696282e-17 -1 0.298054
0.450001052295749 0.581632222222222 0.312332
0.999999155336135 -0.795918888888889 0.547373
-0.0999999155336135 0.22449 0.995989
0.450001052295749 0.0714285555555556 0.207094
-0.500001169217498 0.938775555555556 0.44865
-0.699998453805636 0.836734444444444 0.616402
0.0999999155336135 0.326531111111111 0.406401
-0.150000032455363 -0.897958888888889 0.291232
0.0999999155336135 -0.540816666666667 0.464286
-0.500001169217498 0.581632222222222 0.87047
8.83488187696282e-17 -0.94898 0.304297
-0.899998921492635 0.581632222222222 0.549356
0.0500001169217498 0.0204081111111111 0.997341
-0.600001403060998 -0.489795555555556 0.28942
0.650001519982748 -0.744897777777778 0.773588
0.899998921492635 0.632653333333333 0.438817
0.0500001169217498 -0.132653333333333 0.999281
0.500001169217498 -0.94898 0.446674
0.400000935373999 0.581632222222222 0.315707
-0.699998453805636 0.734693333333333 0.750949
0.400000935373999 -0.438775555555556 0.91578
-0.249999947988977 0.0714285555555556 0.684471
-0.849998804570886 0.836734444444444 0.649242
-0.849998804570886 -0.94898 0.423774
-0.650001519982748 0.0714285555555556 0.025105
0.249999947988977 -0.846938888888889 0.449936
-0.999999155336135 0.785714444444444 0.546139
0.150000032455363 0.22449 0.396659
-0.150000032455363 0.326531111111111 0.913424
0.200000149377113 0.683673333333333 0.350422
-0.249999947988977 0.734693333333333 0.469548
-0.849998804570886 -0.744897777777778 0.447086
-0.0500001169217498 0.938775555555556 0.331362
0.650001519982748 0.428571111111111 0.264197
0.949999038414385 -0.387755555555556 0.193019
-0.150000032455363 0.22449 0.990813
0.0999999155336135 -0.285714444444444 0.851837
-0.799998687649136 0.122448888888889 -0.199875
-0.500001169217498 -0.693877777777778 0.328413
0.999999155336135 0.122448888888889 -0.393345
-0.350000818452249 -0.132653333333333 0.273014
0.999999155336135 0.581632222222222 0.473597
