"x" "y"
-0.477902258646209 -0.0136369096173168
-0.440797650357708 -0.00535597911868061
-0.436467637014575 -0.00462041034389083
-0.413083064917009 -0.00135702565541005
-0.400578353130259 -5.35640270916663e-05
-0.395546628478915 0.000393525652278873
-0.393481682306156 0.000564864408719812
-0.388994610891677 0.00091364776245624
-0.387133591508027 0.00104908745344875
-0.366501979909372 0.00221736132300097
-0.344213238097727 0.0028857457854132
-0.326341330895666 0.00306411494014429
-0.318152469634078 0.0030585247097146
-0.306335138988216 0.00296890030104004
-0.297302256536204 0.00284408609248313
-0.276192829837091 0.00240138680244016
-0.258874521327671 0.00192247101588677
-0.256379819202702 0.00184737374185789
-0.240792715847492 0.00135439846928285
-0.234872712781653 0.00115956679526606
-0.213427650781814 0.000442366953520778
-0.171140765652526 -0.000878787078985993
-0.135760313805658 -0.00172861164213239
-0.133171183753293 -0.00177833546190632
-0.129988329133485 -0.00183691159996538
-0.128278945491184 -0.00186719539176277
-0.127226616193075 -0.00188542655797875
-0.121141085280105 -0.00198461950918785
-0.119182057185098 -0.00201426224417401
-0.085117137550842 -0.00234494964987768
-0.0410749584529549 -0.00224980090744782
-0.0263244053348899 -0.00209364997840746
-0.0255523362802342 -0.00208389694317578
-0.0163325692503713 -0.00195587683124429
0.0134577145590447 -0.00141065476088523
0.0287424686108716 -0.00106601361442285
0.0742768568918108 0.000116252693993944
0.0747308932663873 0.000128607957710478
0.0804203799809329 0.000283462699466761
0.107674676298629 0.00100991883700194
0.117011121688411 0.00124495864821296
0.123786772505846 0.00140843699943431
0.13969320760807 0.00176209591566122
0.156190539565869 0.00207203660958984
0.19935140106827 0.0024949253524986
0.20646621523425 0.00249683671959949
0.212790077994578 0.00247967899306327
0.220159018130507 0.00243612795981226
0.252883158300538 0.00190353140976049
0.257163087076042 0.00178927115066824
0.2620644159941 0.00164480685817397
0.294552784129046 0.000296398131852374
0.314962288681418 -0.000924422063158646
0.31842473695986 -0.00116192192971329
0.334621689133346 -0.00239415713085627
0.341000805306248 -0.00293538076278188
0.348926190831699 -0.00365269909844203
0.363375755238812 -0.00509057755513888
0.364761544999201 -0.00523740267423941
0.385193482451141 -0.0075857448209625
0.392865441639442 -0.00855689630535754
0.394779043174349 -0.00880676364260942
0.400352058254648 -0.00955183295626423
0.445585868111812 -0.0165491040522453
0.446382902455516 -0.0166873155053025
0.455282405363396 -0.0182646298319551
0.462528428102378 -0.0195944863986166
0.468395394079853 -0.0207006609539494
0.470424802422058 -0.0210893277534207
0.482913801651448 -0.0235479452429691
0.483851451640949 -0.0237370808550353
0.49126897301292 -0.0252550410091232
0.493878348821308 -0.0257980700068057
0.507214254962746 -0.0286439528314008
0.519474712985102 -0.0313589364403174
0.525276053405832 -0.0326742507496292
0.530149401582312 -0.0337934818253117
0.548578072700184 -0.0381336561670689
0.587866080971435 -0.0478185935585003
0.591827664165758 -0.0488162048777601
0.593229823575821 -0.0491698087575832
0.611159937765915 -0.053704003911762
0.624722118515056 -0.0571286650190385
0.62734406275209 -0.057788039669296
0.650045781633817 -0.0634233102065091
0.698673386455048 -0.0745676226036209
0.806397736445069 -0.0876546169633318
0.809070346402004 -0.0876415350315316
0.816571950979996 -0.0874871278062671
0.846079188319854 -0.085029419119186
0.856756985888351 -0.0833309185842369
0.868128235582262 -0.0809948553757773
0.911537541262806 -0.0663682681556338
0.920597458721604 -0.0620281125759714
0.932832232133951 -0.0553754095860932
0.935886220720131 -0.0535668269999804
0.978811472966336 -0.0212457948845044
0.982009091596119 -0.0182799137115824
0.986658788260538 -0.0138178169328928
1.00068255227758 0.000748560168403752
