"x" "y" "classe"
-0.573500049300492 0.196377411019057 1
0.0708717997185886 0.974785330239683 1
-0.265065350569785 0.878122356720269 1
0.163728624116629 -0.683383511845022 0
0.271697725635022 -0.314751470461488 0
0.118241645861417 -0.940870585851371 0
0.921408154536039 -0.988756941631436 0
0.772071987856179 0.819838452618569 0
-0.640366010833532 -0.485944160725921 1
-0.0737985945306718 -0.941272223368287 0
0.307944535277784 0.115911320783198 0
0.627502827439457 -0.177358771674335 0
-0.866247644182295 0.0193511829711497 1
0.262286449316889 0.709448927547783 0
0.787639047484845 -0.736187469214201 0
-0.0268641826696694 0.568507447373122 0
0.368884366936982 0.519949300214648 0
0.714029288850725 -0.672855068463832 0
-0.939584265463054 -0.366016985382885 0
0.619839368388057 -0.149194563739002 0
0.927688184194267 0.45749215176329 0
0.182967990636826 0.405080474447459 1
0.336664272006601 -0.918537987861782 0
0.49883774202317 0.778169872704893 1
0.150671707000583 0.185940401162952 0
-0.489611648954451 0.731026764493436 1
0.789291305001825 -0.80493705207482 0
0.763066234067082 -0.448774891439825 0
-0.813222490251064 0.0410767621360719 1
-0.437252208124846 0.302812810987234 0
-0.231433115433902 -0.547187606338412 0
0.717080710921437 -0.257085113786161 0
-0.128728752490133 -0.968328264541924 0
0.46895647328347 0.496888773981482 0
-0.29278231645003 0.486226584762335 1
-0.52050572540611 -0.85507301799953 0
0.92767999926582 -0.432199687696993 0
-0.921308240387589 -0.931093449704349 0
0.173374254256487 0.905966206453741 1
-0.126802627462894 -0.473838219419122 0
0.71824052494933 0.0160700467881312 1
0.592861826647279 0.0245910281570005 1
0.643196964114063 0.154238743290731 1
0.525826285858954 0.145478756930185 1
0.749790215298995 0.184526496010571 1
0.846015920256118 0.154074827042198 1
0.73137592944368 0.037143282335386 1
0.679310819954045 0.0482749615574611 1
0.584652971002993 0.195045251842908 1
0.640127213607896 0.274794673755309 1
