"a" "b" "c" "d" "e" "f" "g" "h"
"1" 0.703710899499176 0.171215376000514 1.99914630815886 -0.943857883103192 -7.82330172951333 2.10749176832968 0.187125192955136 0.881639047991484
"2" 0.0241546826784541 0.150998511762465 1.97066194404079 0.78190276119858 -9.14578738855198 2.02034470682098 0.578356226440519 -0.71311058383435
"3" 1.3261337863976 0.600392507616482 1.99558228430957 0.314600580371916 -6.37151081347838 2.00829124839733 -0.532902237027884 0.513744067400694
"4" 0.725630247092863 0.401964579764344 1.96547484813972 -0.361372358165681 -5.88567524915561 1.89772892727231 0.233086558058858 -0.530367938801646
"5" 0.190425292329710 0.427375996795470 2.03175422687018 -0.73882998386398 -7.5946998631116 1.90543489676459 0.995662768837065 -0.111103536095470
"6" 0.877892063851153 0.16248653033754 2.02962008797547 0.208841420710087 -5.18501952756196 2.03735046838456 0.637159301433712 0.94027353450656
"7" 1.60545002513656 0.806427870362486 1.97937799499056 0.432195227593184 -9.33079875307158 1.99263445483739 -0.316797397099435 -0.559617066755891
"8" 0.0205943454256004 0.028772411627629 1.95900235517863 0.211904805153608 -8.75677614239976 2.01045821810275 -0.154713839292526 0.643283625133336
"9" 0.000794707848954407 0.0312020650390834 2.13430380601416 0.539463395252824 -9.3420377082657 2.00914954498037 -0.746229810174555 -0.980829897802323
"10" 0.180511049698916 0.645325487883075 2.07535714105872 -0.492389031220227 -6.19359500939026 2.16187492566654 -0.0244015734642744 -0.17680636793375
"11" 0.113375195105994 0.0217731834898552 2.95738723735038 -0.85098350699991 -9.02488908730447 2.97798970540319 -0.827701130881906 -0.0637605101801455
"12" 1.51542202273444 0.323957092342251 2.95473644425096 -0.280593445524573 -7.36897483933717 2.9971518327135 -0.276217957492918 -0.150251996237785
"13" 0.803317727997229 0.154353727634302 2.90754495766284 -0.639897922985256 -8.55936319450848 2.97546972118943 0.884752623736858 0.0734478905797005
"14" 0.884437495316473 0.360695093054374 3.04829827568807 0.417212899308652 -8.54374253074639 3.08357605514993 0.0831192671321332 0.141842906363308
"15" 0.373226468243913 0.403420291441048 3.01129004114839 -0.464069735258818 -9.94793444988318 3.03130188314035 0.530458032153547 -0.306800473947078
"16" 0.715618005508156 0.0844306216453249 2.98817003417212 -0.861026694998145 -6.04812027770095 2.97968246809111 -0.430315221194178 -0.343801454640925
"17" 0.889286633906758 0.879156805149286 2.94634470026304 0.456394443288445 -6.21949217515066 2.98153304435633 -0.803702792152762 -0.138048414606601
"18" 0.798839594889498 0.616805517560729 2.98236125137316 -0.421215841546655 -5.27023784350604 2.94399732562312 -0.140048386994749 0.225858672522008
"19" 2.89829138701154 0.599766445878493 3.02271647773211 0.947770197875798 -5.89131516986527 2.94425522517857 0.370527614839375 -0.955345439724624
"20" 0.120869465732113 0.117887901372600 3.00122629061787 0.452560883946717 -9.86639992916025 3.08498366187074 -0.308184344321489 -0.40604367852211
"21" 1.55896776395278 0.00459705628093049 2.97159407771766 0.627751810941845 -6.97508658864535 1.05370451992213 0.000623133033514023 -0.622771266847849
"22" 0.00573476194859812 0.273046688703774 2.94289091016355 0.351472077891231 -7.98031780403107 0.895019546192779 0.795310058631003 0.0336001510731876
"23" 1.5252807578573 0.0293284524448062 3.02473837544211 -0.602878823876381 -6.2568051670678 0.996445047358627 -0.210131011903286 0.761190809309483
"24" 0.626884308433193 0.555998989178407 2.97639445923087 -0.891070839483291 -5.71862340671942 1.01774349342186 -0.326244337018579 0.0507434564642608
"25" 0.00082732916097903 0.314917589696234 3.04722312206552 0.642987528350204 -8.92667119391263 0.979683878887003 -0.677802660968155 0.31204765336588
"26" 0.244472419759626 0.0187729134461777 2.92559610859156 0.404451952781528 -6.19312548311427 0.974034394580201 -0.762395673431456 -0.917617376893759
"27" 0.757561091386482 0.112087118736627 2.94852049121552 -0.351069199386984 -9.45281816762872 1.03591014709458 -0.125891936942935 -0.40682483650744
"28" 0.62356578048662 0.168178180115441 2.88439765923388 -0.093042228370905 -5.47558658290654 0.961098339904242 0.415309967473149 -0.224666202440858
"29" 1.02681367459147 0.186453790013186 3.01709498501996 0.235116117168218 -8.45591034041718 0.976010704660236 -0.896547168958932 -0.505133181810379
"30" 0.220151375234421 0.60152569442433 3.02620252268106 0.0243222857825458 -6.85925597208552 1.11229965466641 -0.777409247122705 0.320647866465151
"31" 0.150808294140734 0.66987037210222 -0.112668380411133 -0.274674651678652 -5.7045254681725 -0.000188539683746788 -0.908551177475601 -0.966463746968657
"32" 0.326959228660890 0.802860393865842 -0.0307214040093512 -0.891524022445083 -5.6161250860896 -0.162679126368068 -0.197346788831055 -0.210713464301080
"33" 0.723357326903314 0.679855879862144 -0.135218462818834 -0.807992572430521 -8.009730897611 0.0547863803123793 0.764707322232425 -0.512131481431425
"34" 0.678620092966439 0.453011454462381 0.0298325853397515 0.0559829412959516 -5.81770024495199 0.0121441464268960 0.777590306475759 0.426184965763241
"35" 0.335247790867062 0.160736716057997 0.0339889216960243 0.546390822622925 -5.08276020409539 -0.241588937405109 0.437095928005874 -0.87076287670061
"36" 1.27311270569326 0.106670608763034 -0.116192653660757 -0.339820913504809 -9.96899704332463 -0.085836657881634 -0.0326134157367051 -0.59429789101705
"37" 0.0438261801005742 0.515970113886077 0.099071084497806 0.564335416536778 -6.85556788695976 0.091849131354036 0.339084735140204 0.773853547405452
"38" 0.187763028674517 0.200274564212542 -0.123681208223611 -0.448549401015043 -6.20676043792628 -0.125710651337822 -0.655339589808136 0.134009973611683
"39" 0.0329312860775842 0.0693282079116716 0.0352577251431561 -0.275614925660193 -9.33168869814835 -0.0965855037521206 -0.65157706849277 -0.826237796805799
"40" 0.90729662877811 0.730539848127561 -0.0207112887875618 0.213206373620778 -5.26909542502835 -0.0068059429267716 -0.160935044754297 -0.888397279661149
"41" 2.01286285676134 0.171110095773801 0.0734420319729458 -0.890442272648215 -9.94933116715401 -0.237103309759861 0.258733949158341 -0.794599703978747
"42" 0.130184361477838 0.446753656566298 -0.10361343303539 0.761372554581612 -5.74943196377717 0.127663867666702 -0.862654957454652 0.846122692804784
"43" 1.23839614732346 0.781466449692162 -0.065758104016267 -0.36280764779076 -9.45558443432674 0.277264065369718 0.186755748931319 0.290738634299487
"44" 3.70462803655497 0.177148417300582 0.181045171318305 0.233442811761051 -9.74615288781933 -0.194412071153038 -0.459935092367232 0.614166214130819
"45" 0.174071440216908 0.103937883003193 0.091670387162378 -0.150615403894335 -5.95848591183312 0.100774192993824 0.453170155640692 0.956255751196295
"46" 0.727294081338922 0.350403500509972 -0.0173066908624099 -0.888467483688146 -9.757701496128 -0.0728377688792009 -0.081510431598872 0.724174574017525
"47" 1.4103253478197 0.145051363316266 -0.0130150696649156 0.330999582540244 -7.60845335782506 -0.0272696880640443 -0.229807189665735 0.177486389875412
"48" 0.830814891465427 0.558216291991151 0.103325439154845 0.909266721457243 -7.43242182419635 -0.0292889657689293 0.158742352854460 0.321228210348636
"49" 0.203097867258985 0.132271539426897 0.0121618630570925 0.0969385677017272 -9.50137055129744 -0.0253909312281104 -0.245214356575161 0.317735188640654
"50" 0.495486057928982 0.615194835894046 -0.152476220032756 -0.510473429691046 -8.85004345327616 0.167683417383601 0.851031926460564 0.731671558693051
"51" 1.12598183133548 0.639829379375293 -0.040191936954624 0.472986767999828 -5.2960243250709 -0.220666756997676 -0.706244964618236 0.947501525748521
"52" 2.26947747712686 0.67528977488477 0.0793964524754232 0.331838428974152 -5.33091602032073 -0.209066745254087 0.463382969144732 0.870042409282178
"53" 0.240706133375089 0.472825895384076 0.0893506620993762 -0.61048695165664 -8.54482880909927 -0.138195797267747 0.465314271859825 -0.113351310603321
"54" 1.10382600345694 0.19534395190425 0.0627412253288685 -0.93203534791246 -5.19675102434121 -0.154410845101815 -0.907721885945648 0.219353391323239
"55" 0.809178529969035 0.809446027588481 -0.0633982716469302 -0.65402802079916 -7.13514178292826 0.0181308160551793 0.91864535305649 -0.919995826203376
"56" 0.553696511162997 0.386487896107789 -0.0440011865543606 0.223941592965275 -6.89594046329148 -0.111698711677756 -0.411949208937585 0.434385616797954
"57" 0.377739558309284 0.272784030113684 -0.109132554101850 0.135700023267418 -9.56327079446055 -0.0429894373883841 0.104025614447892 -0.0322978640906513
"58" 2.54188925660783 0.371157558178637 -0.118723042202734 0.288657295983285 -8.06551578454673 0.101144090197067 0.0133876828476787 0.409323353786021
"59" 0.440765262559857 0.0507420918676793 0.0308954653049752 0.856996484100819 -5.23920123465359 0.00278033554314966 0.0172556522302330 0.319217077922076
"60" 1.97839733585468 0.311863205631246 -0.086781660232117 0.580828855279833 -6.12618760671467 -0.147847899428108 -0.220515317749232 -0.510725758504122
"61" 0.131252750635818 0.857867860789968 -0.166023163830246 -0.430556984618306 -5.01675509032793 0.051431521412864 0.302293860819191 -0.537046162877232
"62" 0.180069596118201 0.825412710123112 0.107910621694336 -0.330363665707409 -8.70742856524885 0.0978111698988644 0.335343170445412 0.628410691395402
"63" 1.3784378361212 0.00587956139508157 -0.0208322358422387 0.429517533164471 -5.229154182598 0.0217663258692071 -0.509578802622855 -0.528134624939412
"64" 2.21330821942906 0.0870975406139687 0.02716015680126 0.709686372429132 -5.90894530178048 -0.0798234188394072 0.813409224152565 0.837686941493303
"65" 0.212595462141714 0.346582341136332 -0.0136012893987653 0.259644201491028 -6.37743012281135 -0.275693775789532 0.786151516716927 -0.0283455643802881
"66" 1.02109852746109 0.333956152005626 0.0524144111880865 0.731534702237695 -8.2542434730567 0.193815875708013 0.779501709155738 0.761589820031077
"67" 1.56962339246983 0.179809759054145 0.182809755755649 0.350320816971362 -6.64901721174829 0.0196769492231977 -0.669845749624074 -0.716743052005768
"68" 0.522358578753871 0.68897174247318 -0.0633727188190368 -0.650785320438445 -5.91851272853091 -0.0394273740693517 0.563132210634649 0.0496152811683714
"69" 1.55000945694708 0.796288058646131 0.00762809219160564 -0.735250243917108 -6.82621351443231 0.177932972511506 0.732540835160762 -0.2186125125736
"70" 0.702339865813104 0.432950876366049 0.0918943867162482 -0.750534852035344 -7.51344362157397 0.124301767950198 0.285739961545914 -0.271392903756350
"71" 1.07965729589258 0.411684413711607 0.0216587315311541 0.0758112538605928 -7.10464878357016 -0.0994247769898967 -0.335798235144466 -0.191399221308529
"72" 0.0398857056571876 0.501441311346495 -0.0380452174303419 0.689865171909332 -7.60420763283037 -0.0563736865847334 -0.901731600984931 -0.338990562595427
"73" 1.04949189126701 0.0295205093797339 0.0411213517948522 0.373249900527298 -7.9658354318235 -0.0476217178669231 0.508521033450961 0.180347327142954
"74" 0.322499193797746 0.120200818800579 0.00611194699897593 -0.419500552583486 -9.74180492805317 -0.115655315739658 0.103390010073781 -0.210391356609762
"75" 0.212330376864853 0.857574744860523 0.263152105901692 0.554236425552517 -6.77809654851444 -0.036548346411653 -0.278751030098647 -0.655305511783808
"76" 0.119315159164747 0.171048546980596 0.0768469969400312 -0.97562320297584 -5.07781134103425 0.0132521628563987 0.100311983376741 -0.0861467686481774
"77" 2.30042880821693 0.131737249484264 -0.0280021973426311 -0.891726997680962 -8.97467941860668 0.100740894226438 0.239586876705289 -0.619869110640138
"78" 1.11610291705388 0.210849189518802 -0.0334079216049585 0.967810102272779 -7.98151992028579 -0.187216090661555 0.5886918483302 0.602767894044518
"79" 1.63753878600747 0.132689569312263 0.0655128433211269 0.140832506585866 -5.33877880894579 -0.0311990182490235 -0.458392763510346 -0.654575616121292
"80" 0.615083627722031 0.231747379985369 0.0420728694523774 -0.199481198564172 -9.31397684151307 0.136408286667332 0.273462176788598 -0.699183932971209
"81" 0.315347887527116 0.120137879084816 0.0215589451486953 0.926444304175675 -9.20814053970389 0.110765458440220 -0.396784231066704 -0.356709251645952
"82" 1.07518333014606 0.169613214477533 0.0230594536898258 -0.481383492704481 -6.96290085092187 0.059409465779295 0.216980034951121 -0.417917640414089
"83" 1.65393969718267 0.875367494485478 0.122794395050792 0.0377780226990581 -6.28812428680249 -0.0168916740793706 -0.963212819304317 -0.0305306739173830
"84" 1.28823468099656 0.942698163376834 0.0330046613982136 -0.934126000385731 -8.44736565602943 0.158178026193933 0.366903862450272 -0.407410079147667
"85" 1.16992602850796 0.359637269769313 0.222602122135534 -0.565851179417223 -5.22351088235155 0.130857426669147 0.135565028060228 0.0330364485271275
"86" 1.37583461875938 0.138307305309701 0.0368040850260807 0.160691742319614 -7.52924019354396 0.123025372016006 -0.609329175204039 -0.0994625720195472
"87" 0.275320086785917 0.202414049441289 -0.0793528034170168 -0.331571901217103 -7.78946795966476 -0.0694269254666138 -0.404034636449069 -0.509557019919157
"88" 1.17364484717378 0.214444377531836 0.00373365278125997 0.986156477127224 -8.3026805112604 -0.0319752348120722 -0.859240705613047 -0.646090964786708
"89" 0.113458699052263 0.191691521327129 0.0259530127410722 -0.0170972431078553 -9.4893492734991 0.0791931013885571 -0.746086411178112 -0.0391424316912889
"90" 0.177161861405903 0.282057923491777 -0.130374185261765 0.344830649439245 -6.9915693893563 0.323035237630089 -0.444507274311036 -0.599549668841064
"91" 0.172907848082746 0.170807946905903 0.0251824222020404 -0.471329502761364 -5.17284384928644 -0.0479047083520264 -0.588723792228848 -0.96131553966552
