"a" "b"
"1" 1.99914630815886 2.10749176832968
"2" 1.97066194404079 2.02034470682098
"3" 1.99558228430957 2.00829124839733
"4" 1.96547484813972 1.89772892727231
"5" 2.03175422687018 1.90543489676459
"6" 2.02962008797547 2.03735046838456
"7" 1.97937799499056 1.99263445483739
"8" 1.95900235517863 2.01045821810275
"9" 2.13430380601416 2.00914954498037
"10" 2.07535714105872 2.16187492566654
"11" 2.95738723735038 2.97798970540319
"12" 2.95473644425096 2.9971518327135
"13" 2.90754495766284 2.97546972118943
"14" 3.04829827568807 3.08357605514993
"15" 3.01129004114839 3.03130188314035
"16" 2.98817003417212 2.97968246809111
"17" 2.94634470026304 2.98153304435633
"18" 2.98236125137316 2.94399732562312
"19" 3.02271647773211 2.94425522517857
"20" 3.00122629061787 3.08498366187074
"21" 2.97159407771766 1.05370451992213
"22" 2.94289091016355 0.895019546192779
"23" 3.02473837544211 0.996445047358627
"24" 2.97639445923087 1.01774349342186
"25" 3.04722312206552 0.979683878887003
"26" 2.92559610859156 0.974034394580201
"27" 2.94852049121552 1.03591014709458
"28" 2.88439765923388 0.961098339904242
"29" 3.01709498501996 0.976010704660236
"30" 3.02620252268106 1.11229965466641
"31" -0.112668380411133 -0.000188539683746788
"32" -0.0307214040093512 -0.162679126368068
"33" -0.135218462818834 0.0547863803123793
"34" 0.0298325853397515 0.0121441464268960
"35" 0.0339889216960243 -0.241588937405109
"36" -0.116192653660757 -0.085836657881634
"37" 0.099071084497806 0.091849131354036
"38" -0.123681208223611 -0.125710651337822
"39" 0.0352577251431561 -0.0965855037521206
"40" -0.0207112887875618 -0.0068059429267716
"41" 0.0734420319729458 -0.237103309759861
"42" -0.10361343303539 0.127663867666702
"43" -0.065758104016267 0.277264065369718
"44" 0.181045171318305 -0.194412071153038
"45" 0.091670387162378 0.100774192993824
"46" -0.0173066908624099 -0.0728377688792009
"47" -0.0130150696649156 -0.0272696880640443
"48" 0.103325439154845 -0.0292889657689293
"49" 0.0121618630570925 -0.0253909312281104
"50" -0.152476220032756 0.167683417383601
"51" -0.040191936954624 -0.220666756997676
"52" 0.0793964524754232 -0.209066745254087
"53" 0.0893506620993762 -0.138195797267747
"54" 0.0627412253288685 -0.154410845101815
"55" -0.0633982716469302 0.0181308160551793
"56" -0.0440011865543606 -0.111698711677756
"57" -0.109132554101850 -0.0429894373883841
"58" -0.118723042202734 0.101144090197067
"59" 0.0308954653049752 0.00278033554314966
"60" -0.086781660232117 -0.147847899428108
"61" -0.166023163830246 0.051431521412864
"62" 0.107910621694336 0.0978111698988644
"63" -0.0208322358422387 0.0217663258692071
"64" 0.02716015680126 -0.0798234188394072
"65" -0.0136012893987653 -0.275693775789532
"66" 0.0524144111880865 0.193815875708013
"67" 0.182809755755649 0.0196769492231977
"68" -0.0633727188190368 -0.0394273740693517
"69" 0.00762809219160564 0.177932972511506
"70" 0.0918943867162482 0.124301767950198
"71" 0.0216587315311541 -0.0994247769898967
"72" -0.0380452174303419 -0.0563736865847334
"73" 0.0411213517948522 -0.0476217178669231
"74" 0.00611194699897593 -0.115655315739658
"75" 0.263152105901692 -0.036548346411653
"76" 0.0768469969400312 0.0132521628563987
"77" -0.0280021973426311 0.100740894226438
"78" -0.0334079216049585 -0.187216090661555
"79" 0.0655128433211269 -0.0311990182490235
"80" 0.0420728694523774 0.136408286667332
"81" 0.0215589451486953 0.110765458440220
"82" 0.0230594536898258 0.059409465779295
"83" 0.122794395050792 -0.0168916740793706
"84" 0.0330046613982136 0.158178026193933
"85" 0.222602122135534 0.130857426669147
"86" 0.0368040850260807 0.123025372016006
