-310.885263290252,-596.469071343143,1
-365.385263290252,-690.865840355646,1
-249.385263290252,-489.947946677657,1
-279.189110867545,-553.569724942567,1
-296.162831425916,-604.969071343143,1
-300.894882233485,-609.165223765849,1
-283.885263290252,-549.703699538783,1
-336.689110867545,-653.162646377778,1
-325.921161675114,-630.512011283167,1
-290.519237886467,-563.19408059555,1
-281.715390309174,-535.945369289585,1
-292.394882233485,-594.442791901514,1
-344.921161675114,-663.420976626976,1
-299.787187078898,-583.246639478807,1
-354.492958444838,-695.999814951862,1
-382.885263290252,-721.176729488102,1
-367.153212482683,-697.928018182137,1
-454.251288694036,-842.786311421708,1
-345.019237886467,-657.590849608053,1
-339.421161675114,-653.894697185347,1
-319.028856829701,-642.574189109658,1
-304.858983848623,-608.031249169634,1
-305.832704406994,-631.717782649107,1
-328.983339501605,-621.81585886046,1
-315.091034656192,-621.753681033969,1
-388.287187078898,-736.533135948653,1
-449.019237886467,-837.724133595216,1
-421.411542731881,-765.906202907599,1
-450.081415712958,-825.563879557372,1
-418.591034656192,-801.020939617348,1
-410.492958444838,-792.994660175719,1
-424.591034656192,-811.413244462761,1
-404.689110867545,-770.942101292461,1
-391.813466520527,-720.64083110324,1
-388.11731409782,-726.238907314593,1
-374.751288694036,-705.088272219982,1
-390.251288694036,-731.935059737299,1
-378.323085463761,-727.274805699455,1
-391.421161675114,-743.961339178928,1
-401.823085463761,-767.977999677324,1
-410.751288694036,-767.442101292461,1
-416.849364905389,-772.004279118952,1
-431.957060059976,-822.171574711959,1
-412.992958444838,-797.324787194641,1
-355.983339501605,-668.58123066482,1
-391.787187078898,-742.595313775144,1
-372.215390309174,-692.695967374569,1
-452.179491924312,-823.197854153588,1
-435.653212482683,-816.573498500606,1
-376.143593539449,-683.499814951862,1
-346.385263290252,-657.956875011838,1
-373.581415712958,-693.061992778353,1
-412.617314097821,-768.67415210003,1
-364.715390309174,-679.705586317802,1
-385.251288694036,-723.274805699455,1
-388.019237886467,-732.069034333515,1
-289.081415712958,-546.703699538783,1
-386.483339501605,-721.408780295671,1
-300.045517328096,-557.69408059555,1
-285.483339501605,-546.471648731214,1
-439.849364905389,-811.841447693037,1
-292.153212482683,-568.024207614472,1
-282.849364905389,-539.909470904723,1
-365.643593539449,-665.313281472389,1
-413.715390309174,-764.576075888677,1
-326.751288694036,-621.949833456676,1
-411.911542731881,-749.451720235695,1
-397.323085463761,-760.183771043264,1
-375.992958444838,-733.238907314593,1
-452.849364905389,-834.358108191432,1
-370.751288694036,-698.160068989706,1
-362.055136271329,-695.097891163215,1
-343.885263290252,-653.626747992916,1
-357.251288694036,-674.777383087526,1
-374.41154273188,-684.499814951862,1
-393.081415712958,-726.836983525946,1
-385.947441116743,-712.480577065395,1
-323.323085463761,-632.012011283167,1
-419.55513627133,-794.690812598426,1
-399.323085463761,-763.647872658401,1
-398.019237886467,-749.389542409204,1
-490.545517328096,-887.64975943742,1
-434.509618943234,-782.592736387072,1
-529.875644347018,-945.771537702331,1
-461.045517328096,-836.554260614139,1
-476.983339501605,-878.159378380654,1
-573.787187078899,-1057.82856075268,1
-595.715390309174,-1079.80932286621,1
-594.019237886467,-1088.8715006927,1
-514.447441116743,-935.049105837996,1
-502.251288694036,-925.924750185014,1
-627.251288694036,-1142.43110113112,1
-632.715390309174,-1143.89520274626,1
-601.777568135665,-1076.30932286621,1
-585.411542731881,-1049.9625353489,1
-570.14359353945,-1019.51767162022,1
-559.875644347018,-997.733061929398,1
-634.277568135665,-1132.6009741122,1
-631.751288694036,-1150.22532976518,1
-604.607695154587,-1071.21124665486,1
-557.375644347018,-993.402934910475,1
-501.081415712958,-913.898470743385,1
-626.313466520527,-1126.80674547814,1
-615.045517328096,-1103.29008497975,1
-615.715390309174,-1114.45033901759,1
-524.519237886467,-968.493969566667,1
-544.215390309174,-990.608706276415,1
-607.64359353945,-1084.46957690406,1
