"x" "y" "c"
0 3.01175788116855 0.997419350536545
0 -3.01175788116855 -0.997419350536545
0.597361391819785 2.89104199181765 0.997419350536545
-0.597361391819785 -2.89104199181765 -0.997419350536545
1.14665413363994 2.6649470109415 0.997419350536545
-1.14665413363994 -2.6649470109415 -0.997419350536545
1.62876050464355 2.3466273702703 0.997419350536545
-1.62876050464355 -2.3466273702703 -0.997419350536545
2.02795122194297 1.95225852636276 0.997419350536545
-2.02795122194297 -1.95225852636276 -0.997419350536545
2.3324052577622 1.50029560481996 0.997419350536545
-2.3324052577622 -1.50029560481996 -0.997419350536545
2.53446493490594 1.01062547460492 0.997419350536545
-2.53446493490594 -1.01062547460492 -0.997419350536545
2.63078513354343 0.503765157098905 0.997419350536545
-2.63078513354343 -0.503765157098905 -0.997419350536545
2.6222707206217 0 0.997419350536545
-2.6222707206217 0 -0.997419350536545
2.51387439873908 -0.481376212357665 0.997419350536545
-2.51387439873908 0.481376212357665 -0.997419350536545
2.31420203013643 -0.922797981316381 0.997419350536545
-2.31420203013643 0.922797981316381 -0.997419350536545
2.03503613761329 -1.30901191157645 0.997419350536545
-2.03503613761329 1.30901191157645 -0.997419350536545
1.69071982490441 -1.62761419414111 0.997419350536545
-1.69071982490441 1.62761419414111 -0.997419350536545
1.29749737895769 -1.86936104905201 0.997419350536545
-1.29749737895769 1.86936104905201 -0.997419350536545
0.872787488503361 -2.02844210033534 0.997419350536545
-0.872787488503361 2.02844210033534 -0.997419350536545
0.434432397012785 -2.10251744379109 0.997419350536545
-0.434432397012785 2.10251744379109 -0.997419350536545
0 -2.0926713122565 0.997419350536545
0 2.0926713122565 -0.997419350536545
-0.413909244554747 -2.00320356929114 0.997419350536545
0.413909244554747 2.00320356929114 -0.997419350536545
-0.792273582706443 -1.84132853338883 0.997419350536545
0.792273582706443 1.84132853338883 -0.997419350536545
-1.12215052923941 -1.6167347979796 0.997419350536545
1.12215052923941 1.6167347979796 -0.997419350536545
-1.39311004865257 -1.34111261711604 0.997419350536545
1.39311004865257 1.34111261711604 -0.997419350536545
-1.5975089031168 -1.02757935473907 0.997419350536545
1.5975089031168 1.02757935473907 -0.997419350536545
-1.73068317735729 -0.690114200890962 0.997419350536545
1.73068317735729 0.690114200890962 -0.997419350536545
-1.79096753114175 -0.342946553191831 0.997419350536545
1.79096753114175 0.342946553191831 -0.997419350536545
-1.77963262869365 0 0.997419350536545
1.77963262869365 0 -0.997419350536545
-1.70068298756579 0.325659062953924 0.997419350536545
1.70068298756579 -0.325659062953924 -0.997419350536545
-1.56057781756086 0.622284779933383 0.997419350536545
1.56057781756086 -0.622284779933383 -0.997419350536545
-1.36784597096677 0.879854947404581 0.997419350536545
